a,b,c,d,e,f,g,h,i,j,k,l,m,n
43,1,9,13,2,1,0,4,1,7298,0,40,39,1
32,4,15,10,4,1,1,4,0,0,0,40,39,0
50,4,5,4,2,3,0,4,1,0,0,40,39,0
20,4,15,10,4,1,3,4,0,0,0,15,39,0
29,4,11,9,2,1,5,4,0,0,0,20,39,0
38,4,14,15,2,10,0,4,1,99999,0,70,39,1
20,4,0,6,4,6,4,4,1,0,0,50,39,0
41,4,11,9,4,12,4,2,0,0,0,40,39,0
27,4,15,10,4,4,1,4,0,0,0,65,39,0
37,4,6,5,2,3,0,4,1,0,0,40,39,0
62,7,12,14,5,10,4,4,0,0,0,24,0,0
31,4,0,6,0,8,1,4,1,0,0,40,39,0
49,4,15,10,0,1,1,1,0,0,0,40,39,0
33,2,9,13,4,10,1,2,0,0,0,50,39,0
31,4,11,9,2,3,0,4,1,0,1848,40,39,1
19,4,15,10,4,8,2,4,0,0,0,35,39,0
44,4,5,4,2,7,0,4,1,0,0,40,39,0
31,5,15,10,4,4,1,4,1,0,0,65,39,1
62,4,11,9,6,5,4,4,0,0,0,40,39,0
65,6,15,10,2,4,0,4,1,0,2174,10,39,1
17,4,6,5,2,8,0,4,1,0,0,40,39,0
60,4,11,9,2,14,0,4,1,0,0,44,39,1
31,4,1,7,2,3,0,4,1,0,0,40,39,0
29,4,15,10,4,8,4,2,0,0,0,40,39,0
53,4,11,9,2,7,0,4,1,0,0,40,39,1
44,4,15,10,2,12,0,4,1,0,0,40,39,1
43,4,1,7,2,12,0,4,1,0,0,60,39,0
40,1,15,10,2,3,0,4,1,0,1579,40,39,0
18,4,1,7,4,12,3,2,0,0,0,10,39,0
47,4,11,9,0,3,4,4,0,0,0,43,39,0
38,1,9,13,2,10,0,4,1,4064,0,40,39,0
37,4,7,12,2,8,5,4,0,0,0,25,39,0
40,4,15,10,5,12,1,0,0,0,0,40,39,0
57,5,11,9,2,10,0,2,1,0,0,60,39,1
43,4,11,9,5,8,1,4,0,4101,0,40,39,0
32,4,9,13,2,10,0,3,1,0,0,40,7,0
64,4,15,10,2,12,0,4,1,0,0,40,39,0
18,4,2,8,4,12,3,4,0,0,0,20,39,0
40,6,9,13,4,4,1,4,1,0,0,50,39,0
17,0,1,7,4,0,3,2,0,0,0,40,38,0
23,4,11,9,4,7,1,4,1,0,0,40,39,0
45,4,8,11,0,1,4,2,0,0,0,40,39,0
45,6,12,14,0,10,1,4,0,0,0,15,39,0
27,4,0,6,4,8,1,4,1,0,0,60,26,0
23,4,15,10,3,6,4,4,1,0,0,40,39,0
58,6,11,9,2,5,0,1,1,0,0,30,39,0
35,4,11,9,0,13,4,4,0,0,0,75,39,0
47,4,12,14,0,10,1,4,1,0,0,40,39,1
33,4,11,9,2,4,0,4,1,0,0,50,39,0
27,4,9,13,5,10,1,1,1,0,0,40,30,1
46,4,7,12,2,7,0,4,1,0,0,40,39,1
24,4,15,10,2,3,0,4,1,0,0,56,39,0
40,4,15,10,2,3,0,4,1,0,0,44,39,1
44,4,11,9,4,8,3,4,0,0,0,24,39,0
31,2,9,13,2,11,0,4,1,0,0,97,39,1
37,4,8,11,2,1,0,4,1,7688,0,40,39,1
23,4,8,11,5,4,3,4,0,0,0,40,39,0
30,5,9,13,2,12,0,4,1,0,0,52,39,1
31,4,15,10,2,8,0,2,1,0,0,35,39,0
24,0,11,9,4,0,1,4,0,0,0,32,39,0
32,4,15,10,2,4,0,4,1,3464,0,40,39,0
27,4,11,9,4,14,3,4,1,0,0,40,39,0
35,2,11,9,4,1,4,0,1,0,0,55,39,0
27,4,9,13,4,4,1,4,1,0,1876,40,39,0
30,6,9,13,2,12,0,4,1,0,0,70,0,0
33,6,11,9,4,5,3,4,1,0,0,70,39,0
34,4,10,16,2,10,0,4,1,0,0,45,39,1
29,4,15,10,2,3,0,4,1,0,0,50,39,0
26,2,12,14,4,10,1,4,0,2174,0,40,39,0
39,6,11,9,4,3,3,4,1,0,0,40,39,0
37,5,15,10,2,4,0,4,1,3103,0,50,39,1
51,4,15,10,0,4,1,4,0,0,0,50,39,1
40,4,15,10,5,3,4,4,1,4934,0,47,39,1
53,4,5,4,2,3,0,1,1,0,0,40,40,0
58,1,15,10,2,13,0,1,1,0,1485,40,39,1
29,4,9,13,2,13,0,4,1,0,0,40,39,1
33,4,11,9,2,7,0,3,1,0,0,40,26,0
57,4,12,14,2,4,0,4,1,0,0,60,39,1
69,7,11,9,2,11,0,4,1,0,0,40,39,0
20,4,15,10,4,1,3,4,0,0,0,12,39,0
56,4,11,9,6,12,4,4,0,0,0,25,26,0
49,4,4,3,2,3,0,4,1,0,0,40,39,0
34,4,11,9,2,7,0,4,1,0,0,40,39,0
70,4,11,9,2,3,0,4,1,0,0,37,39,0
44,4,9,13,0,4,4,4,0,0,0,45,39,0
37,4,9,13,4,10,1,4,1,10520,0,40,39,1
58,2,9,13,2,10,0,4,1,0,0,58,39,0
42,6,15,10,2,10,3,4,0,0,0,25,39,0
41,4,11,9,2,12,0,4,1,0,0,40,39,0
28,4,11,9,4,1,1,4,0,0,0,40,39,0
47,2,12,14,2,10,0,4,1,7688,0,60,39,1
24,4,11,9,2,7,5,4,0,0,0,40,39,0
58,6,11,9,2,8,0,4,1,7688,0,55,39,1
18,4,11,9,4,1,3,4,0,0,0,25,39,0
50,4,15,10,2,4,0,4,1,0,0,50,39,1
69,4,15,10,6,1,1,4,0,2050,0,24,39,0
84,4,12,14,4,10,1,4,1,0,0,66,39,0
47,4,9,13,2,4,0,4,1,0,0,60,39,1
19,4,2,8,4,6,3,4,1,0,0,20,39,0
24,4,15,10,4,10,1,2,1,0,0,40,39,0
48,0,9,13,2,0,0,4,1,0,0,6,39,0
53,4,11,9,0,7,1,4,1,0,0,50,39,0
58,4,15,10,2,12,0,4,1,0,0,45,39,0
22,4,15,10,4,6,2,4,1,0,0,24,26,0
36,6,15,10,2,4,0,4,1,0,0,52,39,0
34,4,2,8,4,1,4,4,0,0,0,40,39,0
43,4,3,2,6,10,4,4,0,0,0,21,26,0
37,4,11,9,2,6,0,4,1,0,0,24,39,0
43,4,14,15,5,13,1,4,1,0,0,50,4,1
42,4,15,10,2,13,5,4,0,0,0,40,39,1
21,4,15,10,4,8,3,4,1,0,0,30,39,0
49,6,11,9,2,12,0,4,1,0,0,60,12,0
35,4,11,9,2,8,2,2,1,0,0,40,39,0
49,6,15,10,6,3,4,4,0,0,0,30,39,0
28,4,15,10,4,8,1,2,1,0,0,40,39,0
51,4,3,2,2,3,0,4,1,0,0,40,26,0
30,0,9,13,4,0,1,4,0,0,0,40,39,0
19,4,5,4,4,8,1,4,1,0,0,60,39,1
56,4,6,5,2,8,0,4,1,0,0,40,39,0
20,4,11,9,4,8,1,4,1,0,0,8,39,0
22,4,15,10,4,1,3,4,0,0,0,37,39,0
33,4,11,9,2,7,0,4,1,99999,0,56,39,1
54,0,11,9,0,0,2,4,1,0,0,45,39,0
22,4,15,10,4,3,1,4,1,0,0,50,39,0
68,4,15,10,0,9,2,4,0,0,0,30,39,0
56,2,9,13,0,4,4,4,0,0,0,40,39,0
23,0,11,9,4,0,1,4,1,0,0,40,39,0
69,6,6,5,2,1,0,4,1,0,0,40,39,0
41,4,9,13,4,13,1,4,1,0,0,40,39,0
33,4,11,9,4,7,4,2,0,0,0,40,39,0
18,4,1,7,4,12,3,4,0,0,0,8,26,0
17,4,1,7,4,8,3,2,1,0,0,16,14,0
31,4,1,7,0,6,2,2,1,0,1721,40,39,0
50,4,15,10,2,13,0,4,1,0,0,60,39,1
62,4,0,6,6,6,1,4,0,0,0,40,39,0
41,4,11,9,0,1,4,4,0,0,0,52,39,0
20,1,11,9,4,8,1,4,0,0,0,40,39,0
23,4,7,12,4,12,3,4,1,0,0,30,39,0
18,4,11,9,4,8,1,4,1,0,0,20,39,0
53,0,5,4,5,0,1,4,1,0,0,40,39,0
42,4,6,5,2,3,0,4,1,0,0,40,26,0
23,4,9,13,4,10,1,4,1,0,0,40,39,0
43,4,11,9,0,1,2,4,0,0,0,40,39,0
47,4,11,9,2,12,0,4,1,0,0,55,39,0
53,2,4,3,2,8,0,4,1,0,0,40,26,0
28,4,0,6,4,6,1,4,1,0,0,40,39,0
28,7,15,10,2,11,0,4,1,0,0,40,39,0
44,4,15,10,2,10,0,4,1,0,0,45,39,0
58,4,11,9,2,7,0,4,1,0,0,40,39,0
25,0,5,4,4,0,1,4,0,0,0,32,26,0
26,4,11,9,4,7,4,4,0,0,0,40,39,0
36,6,15,10,2,5,0,4,1,3456,0,8,39,0
27,4,11,9,0,8,1,4,0,0,0,40,39,0
39,4,10,16,2,4,0,4,1,0,0,45,39,1
25,4,9,13,2,4,0,4,1,0,0,40,39,0
17,4,1,7,4,8,3,4,0,0,0,15,39,0
39,4,9,13,0,4,1,4,1,0,0,50,39,0
52,4,11,9,2,7,0,4,1,0,0,40,39,0
24,4,9,13,4,12,1,4,0,0,0,50,39,0
26,6,8,11,2,5,0,4,1,0,0,55,39,0
24,0,9,13,4,0,1,4,0,0,0,40,39,0
32,4,11,9,2,6,0,4,1,0,0,40,39,1
49,2,12,14,2,11,0,4,1,0,0,40,39,1
20,0,15,10,4,0,2,4,0,0,0,25,39,0
40,4,1,7,2,5,0,4,1,0,0,40,39,0
52,4,14,15,0,4,1,4,1,0,2559,60,39,1
33,4,11,9,4,1,1,4,1,0,0,40,39,0
19,4,11,9,2,7,2,4,1,0,0,20,39,0
37,4,8,11,2,10,0,4,1,0,0,40,24,0
21,7,15,10,4,13,3,4,0,0,0,20,39,0
33,4,15,10,4,1,1,4,1,0,0,36,39,0
28,4,7,12,0,10,1,4,0,0,0,40,39,0
48,4,11,9,2,3,0,4,1,0,1579,40,39,0
43,4,9,13,5,13,1,4,1,0,0,40,39,0
32,4,11,9,2,7,0,4,1,0,0,40,39,0
28,4,11,9,4,8,3,4,1,0,0,30,39,0
47,6,9,13,2,10,0,1,1,0,0,40,35,0
37,4,9,13,2,1,0,4,1,0,0,50,39,1
26,4,15,10,5,12,2,2,1,0,0,30,39,0
55,4,11,9,2,8,0,4,1,0,0,60,39,0
40,4,7,12,0,12,4,4,0,0,0,40,39,0
31,4,9,13,2,4,0,4,1,0,0,40,39,1
39,4,11,9,2,8,0,4,1,0,0,40,39,1
54,5,15,10,2,12,0,4,1,0,0,54,39,1
38,4,15,10,2,12,0,1,1,0,0,40,30,0
53,6,11,9,2,5,0,4,1,0,0,85,39,0
27,6,7,12,4,10,1,4,0,0,0,78,39,0
42,4,9,13,2,4,0,4,1,0,0,40,39,1
62,4,15,10,0,1,1,4,0,0,0,40,39,0
47,4,1,7,2,1,0,4,1,0,1485,58,39,0
26,4,9,13,4,4,1,4,0,0,0,50,39,0
33,0,11,9,4,0,4,2,0,0,0,20,39,0
59,4,15,10,0,8,1,4,1,0,0,40,39,0
42,4,11,9,0,10,1,4,0,0,0,45,39,0
25,4,9,13,2,10,0,4,1,0,0,45,39,1
58,4,11,9,0,12,1,4,1,0,0,36,39,0
30,4,15,10,4,12,1,4,0,0,0,60,39,0
21,4,15,10,4,3,3,4,0,0,0,40,39,0
61,4,11,9,2,11,0,4,1,0,0,40,39,0
33,4,7,12,2,6,0,4,1,0,0,40,39,0
51,4,12,14,2,13,0,4,1,0,0,40,39,1
70,4,15,10,6,4,1,4,0,0,0,12,39,0
55,0,11,9,2,0,0,4,1,0,0,30,39,1
29,6,15,10,0,3,1,4,1,2202,0,50,39,0
46,4,12,14,6,10,1,4,0,0,0,44,39,0
35,1,15,10,0,4,4,1,0,0,0,40,30,0
31,4,11,9,2,3,0,4,1,0,0,43,39,1
37,4,15,10,2,4,0,4,1,0,0,42,39,1
43,4,15,10,2,12,0,4,1,0,0,43,39,1
23,4,11,9,4,12,1,4,1,0,0,40,39,0
41,4,11,9,0,3,1,4,1,13550,0,44,39,1
42,2,9,13,2,10,5,4,0,0,0,50,39,1
26,4,0,6,4,1,1,4,0,2907,0,40,39,0
45,4,15,10,2,4,0,4,1,0,0,40,39,1
25,4,7,12,2,12,0,4,1,0,0,40,39,0
33,0,5,4,5,0,1,4,1,0,0,40,13,0
38,4,9,13,2,7,0,4,1,0,0,50,39,1
28,4,11,9,4,4,1,4,0,0,0,50,39,0
68,6,8,11,2,10,0,4,1,0,2149,40,39,0
42,2,11,9,2,3,0,4,1,0,0,40,39,1
35,4,12,14,2,12,0,4,1,0,0,40,19,0
36,4,15,10,0,1,4,4,0,0,0,40,39,0
33,4,11,9,2,3,0,4,1,0,0,35,39,0
22,4,15,10,4,1,1,4,0,0,0,30,39,0
45,2,9,13,2,11,0,4,1,0,0,50,39,1
24,4,15,10,4,8,1,4,0,0,0,40,39,0
57,4,3,2,3,8,1,4,1,0,0,35,0,0
36,2,11,9,2,10,0,4,1,15024,0,40,39,1
41,4,11,9,4,1,1,4,0,0,0,40,39,0
26,6,15,10,4,10,3,4,0,0,0,35,39,0
25,6,15,10,4,5,3,4,0,0,0,50,39,0
53,7,15,10,2,5,0,4,1,0,0,50,39,0
28,2,7,12,6,10,4,4,1,0,0,40,39,0
30,2,12,14,4,10,1,4,0,0,0,40,39,0
38,6,1,7,2,3,0,4,1,0,0,40,39,0
37,2,15,10,0,11,4,4,1,0,0,48,11,0
30,4,12,14,2,10,0,4,1,0,0,38,39,0
41,4,11,9,2,7,5,2,0,0,0,40,0,0
29,0,15,10,4,0,1,2,1,0,0,36,0,0
31,4,15,10,0,3,1,4,1,0,0,80,39,0
36,4,11,9,2,3,0,4,1,3908,0,55,39,0
59,6,11,9,2,4,0,4,1,0,0,60,12,0
33,6,11,9,2,3,0,4,1,0,0,35,39,0
29,4,11,9,2,12,0,4,1,0,1887,55,39,1
49,7,15,10,2,7,0,4,1,0,0,40,39,1
50,1,0,6,5,3,1,4,1,0,0,56,39,0
33,4,9,13,2,4,0,4,1,0,1902,45,39,1
28,4,5,4,2,6,0,4,1,0,0,40,26,0
81,0,11,9,0,0,1,4,0,0,0,35,39,0
24,4,15,10,4,13,1,4,0,0,0,16,39,0
32,6,15,10,2,3,0,4,1,0,0,50,39,0
47,1,11,9,2,14,0,2,1,0,0,40,39,1
44,0,11,9,2,0,0,2,1,0,0,40,39,0
24,4,15,10,4,4,3,4,1,0,0,40,39,0
37,2,15,10,2,13,5,4,0,7298,0,36,39,1
51,4,9,13,2,12,0,4,1,0,0,40,39,1
52,4,11,9,2,14,0,4,1,0,0,50,39,0
22,4,15,10,4,1,1,4,0,0,0,40,39,0
28,4,7,12,4,8,1,3,1,0,0,40,39,0
47,6,15,10,2,3,0,4,1,0,0,40,39,0
43,4,11,9,2,3,0,4,1,0,0,40,39,0
25,4,11,9,4,4,1,4,1,0,0,45,39,0
43,4,15,10,2,14,0,4,1,0,0,60,39,1
25,4,9,13,4,4,3,4,0,0,0,20,39,0
59,4,12,14,2,10,0,4,1,0,0,60,39,0
29,4,7,12,0,10,4,4,0,0,0,35,39,0
30,4,6,5,2,7,5,4,0,0,0,40,32,0
24,4,15,10,2,7,5,3,0,0,0,40,33,0
38,4,9,13,4,8,1,4,1,0,0,40,39,0
37,6,11,9,2,4,0,4,1,0,0,60,39,1
26,4,13,1,3,7,1,4,1,0,1719,40,26,0
30,4,11,9,4,8,4,4,0,0,0,40,39,0
73,2,12,14,2,10,0,4,1,0,0,10,31,1
30,4,11,9,2,7,0,2,1,0,0,40,39,0
33,4,11,9,2,8,0,4,1,0,0,40,39,0
46,4,15,10,2,14,0,4,1,0,0,58,39,0
40,0,11,9,2,0,5,2,0,3464,0,20,39,0
18,4,1,7,4,8,3,4,1,0,0,40,39,0
35,4,9,13,2,10,5,4,0,7298,0,8,0,1
22,4,11,9,4,1,3,4,0,0,0,40,39,0
50,5,11,9,2,12,0,2,1,0,0,60,39,0
62,0,5,4,6,0,1,2,1,0,0,40,39,0
39,5,9,13,2,4,0,4,1,7298,0,40,39,1
22,4,15,10,4,12,3,4,1,0,0,40,39,0
33,4,11,9,4,1,4,2,0,0,0,40,39,0
31,4,11,9,4,6,3,1,0,0,0,40,40,0
29,4,9,13,4,1,3,4,1,0,0,40,39,0
38,6,15,10,2,7,0,4,1,0,0,45,39,1
24,4,9,13,4,12,3,4,0,0,0,35,39,0
29,2,11,9,5,11,2,4,0,0,0,40,39,0
49,1,12,14,2,1,0,4,1,0,0,40,39,1
33,4,5,4,2,7,0,4,1,0,0,40,26,0
28,4,11,9,4,7,1,4,1,0,0,48,39,0
22,4,9,13,4,1,3,4,0,0,0,60,39,0
37,4,11,9,2,7,0,4,1,0,0,40,39,0
30,4,11,9,2,3,0,4,1,0,0,50,39,0
49,4,5,4,2,3,0,4,1,0,0,40,39,0
29,4,11,9,2,4,0,4,1,0,0,40,4,0
25,4,11,9,5,4,4,4,0,0,0,40,39,0
36,4,11,9,3,1,4,4,0,0,0,40,39,0
36,7,10,16,4,10,1,4,1,0,0,45,39,0
21,4,11,9,4,8,3,4,1,0,0,22,39,0
18,4,15,10,4,8,3,4,0,0,0,30,39,0
30,2,8,11,4,11,1,4,1,0,0,40,39,0
44,4,15,10,4,1,3,2,0,0,0,40,39,0
40,4,15,10,2,14,0,4,1,0,0,50,39,0
43,4,11,9,2,4,0,4,1,0,0,44,39,0
45,4,9,13,2,4,0,4,1,0,0,50,39,1
29,4,15,10,3,12,3,1,0,0,0,26,19,0
40,4,15,10,2,1,5,4,0,0,0,40,39,0
43,4,15,10,2,8,0,4,1,0,0,48,39,0
20,4,15,10,4,8,1,4,0,0,0,20,39,0
32,7,9,13,2,13,0,4,1,0,0,20,39,0
19,4,15,10,4,8,3,4,0,0,0,16,39,0
21,4,11,9,4,7,3,4,1,0,0,40,39,0
23,4,8,11,2,6,0,4,1,0,0,40,39,0
24,4,1,7,4,8,1,2,0,0,0,40,39,0
52,4,8,11,0,8,1,4,1,0,0,32,39,0
51,0,15,10,0,0,4,4,0,0,0,40,39,0
19,4,15,10,4,8,1,4,1,0,0,35,39,0
54,4,15,10,2,12,0,4,1,0,0,45,39,1
50,4,11,9,0,7,2,4,0,0,0,48,39,0
29,4,15,10,0,7,1,4,1,0,0,40,39,0
17,4,0,6,4,13,3,4,1,0,0,10,39,0
47,4,11,9,0,8,4,4,0,0,0,37,33,0
46,4,9,13,0,10,4,2,0,0,0,32,39,0
30,4,15,10,2,6,0,4,1,0,0,44,39,0
58,4,15,10,2,8,5,4,0,0,0,30,39,0
48,4,9,13,0,10,1,2,0,0,0,40,39,0
23,4,15,10,4,11,3,4,1,0,0,40,26,0
23,4,8,11,4,1,3,4,0,0,0,36,39,0
45,4,11,9,2,3,0,4,1,0,0,40,39,0
20,4,15,10,4,12,3,2,1,0,0,20,39,0
26,4,5,4,4,7,3,4,1,0,0,48,39,0
50,2,9,13,4,10,3,4,0,0,0,40,39,1
49,4,11,9,2,12,0,4,1,0,0,48,39,1
26,4,15,10,4,8,2,4,1,0,0,40,27,0
47,4,14,15,0,1,1,4,1,0,0,40,39,0
31,4,2,8,4,12,1,4,1,4650,0,50,39,0
19,0,15,10,4,0,3,4,0,0,0,40,39,0
23,4,0,6,2,8,0,4,1,0,0,40,0,0
35,4,11,9,2,3,0,4,1,0,1740,40,39,0
46,4,15,10,2,3,0,4,1,0,1902,50,39,1
28,6,1,7,4,3,1,4,1,0,0,40,39,0
58,4,15,10,2,4,0,4,1,7688,0,45,39,1
21,4,11,9,4,1,3,4,0,0,0,40,39,0
50,6,0,6,0,12,1,4,0,0,0,50,39,0
30,0,6,5,4,0,1,4,0,0,0,30,39,0
31,4,9,13,4,10,1,4,0,0,0,40,39,0
31,6,9,13,2,1,5,4,0,0,0,20,39,0
35,6,11,9,2,3,0,4,1,3103,0,40,39,1
33,4,10,16,2,10,0,4,1,0,0,60,39,1
34,4,12,14,2,10,0,4,1,7688,0,55,39,1
67,0,14,15,2,0,0,4,1,6418,0,10,39,1
37,4,11,9,2,6,0,4,1,0,0,45,39,1
48,4,12,14,2,10,0,4,1,0,0,40,39,1
34,1,9,13,4,4,4,1,1,1471,0,40,1,0
24,4,15,10,4,4,3,4,1,0,0,40,39,0
55,4,11,9,0,9,1,4,0,0,0,40,10,0
50,4,11,9,2,13,0,4,1,0,1848,40,39,1
40,4,9,13,2,12,0,4,1,0,1977,60,39,1
33,4,9,13,4,6,1,4,1,0,0,30,39,0
51,1,15,10,2,3,0,4,1,0,0,40,39,0
30,4,15,10,4,7,1,4,1,0,0,40,39,0
41,4,11,9,2,7,0,4,1,0,0,40,39,0
47,2,8,11,2,4,0,4,1,0,0,40,39,1
27,4,5,4,4,5,3,4,1,0,0,50,0,0
37,4,9,13,5,10,4,4,0,4934,0,32,39,1
40,4,8,11,2,3,0,4,1,0,0,40,39,0
36,4,11,9,2,7,0,4,1,0,0,40,39,0
37,4,11,9,2,7,0,2,1,0,0,40,39,0
38,4,14,15,5,10,1,4,1,0,0,35,39,1
40,6,15,10,2,3,0,4,1,0,0,50,39,0
35,4,9,13,0,4,4,4,0,0,0,40,39,0
47,6,11,9,2,7,5,4,0,0,0,20,39,1
20,0,15,10,4,0,3,4,1,0,0,60,39,0
33,4,12,14,2,10,0,4,1,0,0,45,39,1
45,4,15,10,0,1,1,4,0,0,0,40,39,0
66,0,15,10,2,0,0,4,1,0,1825,40,39,1
35,6,11,9,4,12,4,2,0,0,0,38,11,0
32,4,1,7,2,1,0,4,1,0,0,45,39,0
23,4,15,10,2,8,0,2,1,0,0,50,39,0
19,4,11,9,4,8,3,4,0,0,0,15,39,0
44,0,15,10,2,0,0,4,1,0,0,40,39,0
20,4,11,9,4,6,3,2,1,0,0,35,39,0
44,5,9,13,2,12,0,4,1,0,0,30,39,0
41,7,11,9,2,1,0,4,1,3464,0,40,39,0
19,4,15,10,4,1,2,4,0,0,0,40,39,0
48,4,11,9,0,8,1,4,0,0,0,35,39,0
45,4,15,10,2,12,0,4,1,0,0,65,39,1
40,4,5,4,2,8,0,1,1,0,0,42,1,0
34,4,11,9,2,3,0,4,1,0,0,55,39,1
20,4,15,10,4,12,2,3,0,0,0,40,39,0
33,4,15,10,5,1,4,4,0,0,0,40,39,0
30,4,11,9,2,1,3,4,0,0,0,20,39,0
23,4,15,10,4,6,3,4,1,0,0,32,5,0
34,4,0,6,0,8,4,4,0,0,0,38,39,0
48,7,15,10,2,3,0,4,1,0,0,40,39,1
32,0,1,7,0,0,1,4,0,0,0,49,39,0
42,4,15,10,2,3,0,2,1,0,0,40,39,1
22,4,11,9,4,1,3,1,1,0,0,40,39,0
60,6,11,9,2,3,0,4,1,0,0,42,39,1
42,4,9,13,2,4,0,4,1,0,0,55,39,1
45,4,9,13,5,4,1,4,0,0,0,55,39,0
47,4,11,9,0,8,3,4,0,0,0,32,39,0
29,4,12,14,2,4,5,4,0,0,0,40,39,1
34,4,9,13,4,12,1,4,1,0,0,38,39,0
34,4,9,13,0,10,4,4,0,0,0,40,39,1
39,1,11,9,2,1,0,4,1,0,0,40,39,0
29,4,15,10,0,10,4,4,0,0,0,24,39,0
42,5,15,10,4,12,1,4,1,0,0,60,39,0
48,4,1,7,5,8,1,2,0,0,0,35,39,0
53,4,9,13,2,4,0,2,1,0,1902,40,39,1
51,4,15,10,6,1,4,4,0,0,0,45,39,0
44,6,9,13,2,5,0,4,1,0,0,90,39,0
46,5,8,11,2,4,0,4,1,0,0,60,39,1
51,4,10,16,0,3,1,4,0,4787,0,60,39,1
32,4,15,10,4,3,1,4,0,0,0,40,39,0
22,0,11,9,4,0,3,2,1,0,1602,30,39,0
24,4,15,10,4,8,1,4,1,0,0,45,39,0
33,4,8,11,4,10,4,2,0,0,0,26,39,0
47,6,11,9,1,3,0,4,1,0,0,90,39,0
64,6,12,14,0,10,1,4,1,0,0,50,39,0
62,4,9,13,2,4,0,4,1,0,0,50,39,1
52,4,11,9,2,4,0,4,1,0,0,40,39,1
39,4,11,9,4,12,1,4,0,0,0,40,31,0
42,4,11,9,2,10,0,4,1,0,0,48,39,0
38,1,9,13,2,12,0,4,1,7688,0,42,39,1
55,4,5,4,2,14,0,4,1,0,0,50,39,0
29,0,11,9,2,0,1,4,0,0,0,27,39,0
42,4,7,12,0,10,1,4,0,0,0,24,39,0
30,4,7,12,2,4,5,4,0,0,0,50,37,1
32,4,6,5,2,3,0,4,1,0,0,40,39,0
36,0,11,9,2,0,0,4,1,3464,0,30,39,0
50,1,1,7,4,12,1,2,0,3674,0,40,39,0
27,4,11,9,4,7,3,1,1,0,0,40,30,0
47,4,11,9,2,4,0,4,1,0,0,60,39,0
33,4,6,5,0,7,1,4,1,0,0,35,39,0
48,6,15,10,4,1,1,4,1,0,0,40,39,0
23,4,5,4,4,8,3,4,1,0,0,35,39,0
31,1,9,13,2,4,0,4,1,0,0,40,39,1
26,4,15,10,2,7,0,2,1,0,0,40,39,0
61,6,11,9,2,12,0,1,1,0,0,63,35,0
50,4,9,13,0,12,4,2,1,0,0,40,39,0
49,4,8,11,2,10,0,4,1,0,0,40,11,1
57,0,4,3,2,0,0,4,1,7298,0,84,39,1
19,4,11,9,4,8,2,1,1,0,0,24,39,0
18,4,1,7,4,6,3,4,1,0,0,15,39,0
44,6,7,12,2,8,5,4,0,0,0,99,39,0
54,4,8,11,2,12,0,4,1,0,0,50,39,0
35,7,11,9,2,11,0,4,1,0,0,40,39,1
27,7,12,14,4,10,1,1,1,0,0,20,3,0
50,5,11,9,2,5,0,4,1,0,0,50,39,0
43,7,11,9,2,3,0,4,1,0,0,40,39,0
28,4,15,10,0,1,4,4,1,0,0,40,39,0
47,4,11,9,2,4,0,4,1,0,0,40,39,0
21,4,13,1,4,5,1,4,1,0,0,50,26,0
30,4,14,15,4,10,1,4,0,0,0,45,39,0
19,4,11,9,4,3,3,4,1,0,0,45,39,0
40,4,15,10,2,8,0,4,1,0,1485,40,39,0
55,4,12,14,2,12,0,4,1,0,0,50,39,1
67,0,11,9,0,0,3,4,1,0,0,20,39,0
31,4,8,11,0,7,4,4,1,0,0,43,39,0
30,4,8,11,0,4,1,4,1,0,0,40,39,0
54,0,13,1,2,0,5,4,0,0,0,40,26,0
51,1,9,13,4,10,1,0,0,0,0,43,39,0
34,4,11,9,0,14,3,4,0,0,0,40,39,0
59,4,12,14,2,4,0,4,1,0,0,45,39,1
50,4,11,9,0,4,4,4,0,0,0,38,39,0
29,4,11,9,0,7,4,4,1,0,0,40,39,0
17,7,0,6,4,5,3,4,1,0,0,40,39,0
24,4,11,9,4,8,3,4,0,0,0,30,39,0
52,0,13,1,3,0,2,4,1,0,0,40,26,0
39,4,12,14,2,10,5,4,0,0,1902,18,39,1
18,0,2,8,4,0,3,4,0,0,0,25,39,0
32,4,15,10,0,6,4,2,1,0,0,40,27,0
25,0,15,10,0,0,4,4,0,0,0,50,39,0
34,4,11,9,4,7,1,4,0,0,0,45,39,0
44,6,11,9,2,10,0,4,1,0,1902,40,39,1
37,2,15,10,0,1,4,4,0,0,0,40,39,0
39,4,12,14,2,4,5,4,0,0,2415,65,39,1
32,5,14,15,2,10,0,4,1,0,0,40,39,1
23,4,15,10,4,8,1,4,0,0,0,28,39,0
45,1,15,10,0,1,4,4,1,0,0,42,39,0
30,4,1,7,0,6,3,4,1,0,0,40,39,0
20,4,2,8,0,8,1,4,0,0,0,10,39,0
41,4,11,9,2,3,0,4,1,0,0,4,29,0
21,4,11,9,4,12,3,4,0,0,0,30,39,0
48,4,5,4,2,8,0,1,1,0,0,30,3,0
31,4,11,9,2,10,0,4,1,5178,0,45,39,1
34,4,8,11,4,6,1,2,1,0,0,40,39,0
25,4,11,9,5,8,4,2,1,0,0,40,39,0
41,6,9,13,5,3,1,4,1,0,0,35,39,0
35,6,14,15,2,10,0,4,1,0,0,50,39,1
42,4,9,13,0,4,4,4,0,0,0,40,39,0
34,6,11,9,2,14,0,4,1,0,0,75,26,1
